Perturbed_gene	Pathway_ID	Pathway_name
TNF	GO:0051707	response to other organism
LTA	GO:0051707	response to other organism
IRGM	GO:0051707	response to other organism
TNFAIP3	GO:0051707	response to other organism
CEACAM20	GO:0051707	response to other organism
USP18	GO:0043207	response to external biotic stimulus
IFNA7	GO:0043207	response to external biotic stimulus
IRF1	GO:0043207	response to external biotic stimulus
NLRC5	GO:0043207	response to external biotic stimulus
HERC5	GO:0043207	response to external biotic stimulus
ISG20	GO:0043207	response to external biotic stimulus
SOCS1	GO:0043207	response to external biotic stimulus
IFNL1	GO:0043207	response to external biotic stimulus
IFNL2	GO:0043207	response to external biotic stimulus
MX2	GO:0043207	response to external biotic stimulus
OAS2	GO:0043207	response to external biotic stimulus
IFI16	GO:0043207	response to external biotic stimulus
IFI44	GO:0043207	response to external biotic stimulus
IFI44L	GO:0043207	response to external biotic stimulus
ZBP1	GO:0043207	response to external biotic stimulus
IFIT5	GO:0043207	response to external biotic stimulus
IFIT1	GO:0043207	response to external biotic stimulus
IFIT3	GO:0043207	response to external biotic stimulus
IFIT2	GO:0043207	response to external biotic stimulus
TRIM22	GO:0043207	response to external biotic stimulus
IFNA8	GO:0043207	response to external biotic stimulus
IFNA2	GO:0043207	response to external biotic stimulus
IFNA16	GO:0043207	response to external biotic stimulus
IFNW1	GO:0043207	response to external biotic stimulus
IFNB1	GO:0043207	response to external biotic stimulus
RSAD2	GO:0043207	response to external biotic stimulus
DDX60	GO:0043207	response to external biotic stimulus
MX1	GO:0043207	response to external biotic stimulus
IFITM3	GO:0043207	response to external biotic stimulus
IFITM1	GO:0043207	response to external biotic stimulus
IFNL3	GO:0043207	response to external biotic stimulus
IFI27	GO:0043207	response to external biotic stimulus
IFITM2	GO:0043207	response to external biotic stimulus
MEFV	GO:0043207	response to external biotic stimulus
BST2	GO:0043207	response to external biotic stimulus
IL12A	GO:0043207	response to external biotic stimulus
CD274	GO:0043207	response to external biotic stimulus
JAK2	GO:0043207	response to external biotic stimulus
PDCD1LG2	GO:0043207	response to external biotic stimulus
DHX58	GO:0043207	response to external biotic stimulus
OASL	GO:0043207	response to external biotic stimulus
GBP1	GO:0043207	response to external biotic stimulus
APOBEC3G	GO:0043207	response to external biotic stimulus
CASP1	GO:0043207	response to external biotic stimulus
CSF3	GO:0043207	response to external biotic stimulus
HMCN1	GO:0043207	response to external biotic stimulus
TLR3	GO:0043207	response to external biotic stimulus
CSF2	GO:0043207	response to external biotic stimulus
CLEC7A	GO:0043207	response to external biotic stimulus
CSF1	GO:0043207	response to external biotic stimulus
SELE	GO:0043207	response to external biotic stimulus
CXCL9	GO:0043207	response to external biotic stimulus
ZC3H12A	GO:0043207	response to external biotic stimulus
CARD16	GO:0043207	response to external biotic stimulus
SSC5D	GO:0043207	response to external biotic stimulus
IL6	GO:0043207	response to external biotic stimulus
TNF	GO:0043207	response to external biotic stimulus
LTA	GO:0043207	response to external biotic stimulus
IRGM	GO:0043207	response to external biotic stimulus
TNFAIP3	GO:0043207	response to external biotic stimulus
CEACAM20	GO:0043207	response to external biotic stimulus
USP18	GO:0009607	response to biotic stimulus
IFNA7	GO:0009607	response to biotic stimulus
IRF1	GO:0009607	response to biotic stimulus
NLRC5	GO:0009607	response to biotic stimulus
HERC5	GO:0009607	response to biotic stimulus
ISG20	GO:0009607	response to biotic stimulus
SOCS1	GO:0009607	response to biotic stimulus
IFNL1	GO:0009607	response to biotic stimulus
IFNL2	GO:0009607	response to biotic stimulus
MX2	GO:0009607	response to biotic stimulus
OAS2	GO:0009607	response to biotic stimulus
IFI16	GO:0009607	response to biotic stimulus
IFI44	GO:0009607	response to biotic stimulus
IFI44L	GO:0009607	response to biotic stimulus
ZBP1	GO:0009607	response to biotic stimulus
IFIT5	GO:0009607	response to biotic stimulus
IFIT1	GO:0009607	response to biotic stimulus
IFIT3	GO:0009607	response to biotic stimulus
IFIT2	GO:0009607	response to biotic stimulus
TRIM22	GO:0009607	response to biotic stimulus
IFNA8	GO:0009607	response to biotic stimulus
IFNA2	GO:0009607	response to biotic stimulus
IFNA16	GO:0009607	response to biotic stimulus
IFNW1	GO:0009607	response to biotic stimulus
IFNB1	GO:0009607	response to biotic stimulus
RSAD2	GO:0009607	response to biotic stimulus
DDX60	GO:0009607	response to biotic stimulus
MX1	GO:0009607	response to biotic stimulus
IFITM3	GO:0009607	response to biotic stimulus
IFITM1	GO:0009607	response to biotic stimulus
IFNL3	GO:0009607	response to biotic stimulus
IFI27	GO:0009607	response to biotic stimulus
IFITM2	GO:0009607	response to biotic stimulus
MEFV	GO:0009607	response to biotic stimulus
BST2	GO:0009607	response to biotic stimulus
IL12A	GO:0009607	response to biotic stimulus
CD274	GO:0009607	response to biotic stimulus
JAK2	GO:0009607	response to biotic stimulus
PDCD1LG2	GO:0009607	response to biotic stimulus
DHX58	GO:0009607	response to biotic stimulus
OASL	GO:0009607	response to biotic stimulus
GBP1	GO:0009607	response to biotic stimulus
APOBEC3G	GO:0009607	response to biotic stimulus
CASP1	GO:0009607	response to biotic stimulus
CSF3	GO:0009607	response to biotic stimulus
HMCN1	GO:0009607	response to biotic stimulus
TLR3	GO:0009607	response to biotic stimulus
CSF2	GO:0009607	response to biotic stimulus
CLEC7A	GO:0009607	response to biotic stimulus
CSF1	GO:0009607	response to biotic stimulus
SELE	GO:0009607	response to biotic stimulus
CXCL9	GO:0009607	response to biotic stimulus
ZC3H12A	GO:0009607	response to biotic stimulus
CARD16	GO:0009607	response to biotic stimulus
SSC5D	GO:0009607	response to biotic stimulus
IL6	GO:0009607	response to biotic stimulus
TNF	GO:0009607	response to biotic stimulus
LTA	GO:0009607	response to biotic stimulus
IRGM	GO:0009607	response to biotic stimulus
TNFAIP3	GO:0009607	response to biotic stimulus
CEACAM20	GO:0009607	response to biotic stimulus
USP18	GO:0002376	immune system process
IFNA7	GO:0002376	immune system process
IRF1	GO:0002376	immune system process
NLRC5	GO:0002376	immune system process
MAP3K8	GO:0002376	immune system process
HERC5	GO:0002376	immune system process
ISG20	GO:0002376	immune system process
SOCS1	GO:0002376	immune system process
IFNL1	GO:0002376	immune system process
IFNL2	GO:0002376	immune system process
MX2	GO:0002376	immune system process
OAS2	GO:0002376	immune system process
IFI16	GO:0002376	immune system process
IFI44	GO:0002376	immune system process
IFI44L	GO:0002376	immune system process
ZBP1	GO:0002376	immune system process
IFIT5	GO:0002376	immune system process
IFIT1	GO:0002376	immune system process
IFIT3	GO:0002376	immune system process
IFIT2	GO:0002376	immune system process
TRIM22	GO:0002376	immune system process
IFNA8	GO:0002376	immune system process
IFNA2	GO:0002376	immune system process
IFNA16	GO:0002376	immune system process
IFNW1	GO:0002376	immune system process
IFNB1	GO:0002376	immune system process
RSAD2	GO:0002376	immune system process
DDX60	GO:0002376	immune system process
MX1	GO:0002376	immune system process
IFITM3	GO:0002376	immune system process
IFITM1	GO:0002376	immune system process
IFNL3	GO:0002376	immune system process
IFI27	GO:0002376	immune system process
IFITM2	GO:0002376	immune system process
MEFV	GO:0002376	immune system process
BST2	GO:0002376	immune system process
IL12A	GO:0002376	immune system process
CD274	GO:0002376	immune system process
JAK2	GO:0002376	immune system process
PDCD1LG2	GO:0002376	immune system process
DHX58	GO:0002376	immune system process
OASL	GO:0002376	immune system process
GBP1	GO:0002376	immune system process
APOBEC3G	GO:0002376	immune system process
CASP1	GO:0002376	immune system process
CSF3	GO:0002376	immune system process
TNFSF10	GO:0002376	immune system process
IL11	GO:0002376	immune system process
KIT	GO:0002376	immune system process
TLR3	GO:0002376	immune system process
CSF2	GO:0002376	immune system process
CLEC7A	GO:0002376	immune system process
IL7R	GO:0002376	immune system process
CSF1	GO:0002376	immune system process
SELE	GO:0002376	immune system process
TSLP	GO:0002376	immune system process
VSTM1	GO:0002376	immune system process
CXCL9	GO:0002376	immune system process
ZC3H12A	GO:0002376	immune system process
TNFSF13B	GO:0002376	immune system process
SSC5D	GO:0002376	immune system process
CRLF2	GO:0002376	immune system process
TNFSF18	GO:0002376	immune system process
IL6	GO:0002376	immune system process
IL18R1	GO:0002376	immune system process
TNF	GO:0002376	immune system process
LTA	GO:0002376	immune system process
IRGM	GO:0002376	immune system process
TNFSF14	GO:0002376	immune system process
TNFAIP3	GO:0002376	immune system process
CEACAM20	GO:0002376	immune system process
USP18	GO:0006955	immune response
IFNA7	GO:0006955	immune response
IRF1	GO:0006955	immune response
NLRC5	GO:0006955	immune response
HERC5	GO:0006955	immune response
ISG20	GO:0006955	immune response
SOCS1	GO:0006955	immune response
IFNL1	GO:0006955	immune response
IFNL2	GO:0006955	immune response
MX2	GO:0006955	immune response
OAS2	GO:0006955	immune response
IFI16	GO:0006955	immune response
IFI44	GO:0006955	immune response
IFI44L	GO:0006955	immune response
ZBP1	GO:0006955	immune response
IFIT5	GO:0006955	immune response
IFIT1	GO:0006955	immune response
IFIT3	GO:0006955	immune response
IFIT2	GO:0006955	immune response
TRIM22	GO:0006955	immune response
IFNA8	GO:0006955	immune response
IFNA2	GO:0006955	immune response
IFNA16	GO:0006955	immune response
IFNW1	GO:0006955	immune response
IFNB1	GO:0006955	immune response
RSAD2	GO:0006955	immune response
DDX60	GO:0006955	immune response
MX1	GO:0006955	immune response
IFITM3	GO:0006955	immune response
IFITM1	GO:0006955	immune response
IFNL3	GO:0006955	immune response
IFI27	GO:0006955	immune response
IFITM2	GO:0006955	immune response
MEFV	GO:0006955	immune response
BST2	GO:0006955	immune response
IL12A	GO:0006955	immune response
CD274	GO:0006955	immune response
JAK2	GO:0006955	immune response
PDCD1LG2	GO:0006955	immune response
DHX58	GO:0006955	immune response
OASL	GO:0006955	immune response
GBP1	GO:0006955	immune response
APOBEC3G	GO:0006955	immune response
CASP1	GO:0006955	immune response
CSF3	GO:0006955	immune response
TNFSF10	GO:0006955	immune response
KIT	GO:0006955	immune response
TLR3	GO:0006955	immune response
CSF2	GO:0006955	immune response
CLEC7A	GO:0006955	immune response
IL7R	GO:0006955	immune response
CSF1	GO:0006955	immune response
CXCL9	GO:0006955	immune response
ZC3H12A	GO:0006955	immune response
TNFSF13B	GO:0006955	immune response
SSC5D	GO:0006955	immune response
TNFSF18	GO:0006955	immune response
IL6	GO:0006955	immune response
IL18R1	GO:0006955	immune response
TNF	GO:0006955	immune response
LTA	GO:0006955	immune response
IRGM	GO:0006955	immune response
TNFSF14	GO:0006955	immune response
TNFAIP3	GO:0006955	immune response
USP18	GO:0098542	defense response to other organism
IFNA7	GO:0098542	defense response to other organism
IRF1	GO:0098542	defense response to other organism
NLRC5	GO:0098542	defense response to other organism
HERC5	GO:0098542	defense response to other organism
ISG20	GO:0098542	defense response to other organism
SOCS1	GO:0098542	defense response to other organism
IFNL1	GO:0098542	defense response to other organism
IFNL2	GO:0098542	defense response to other organism
MX2	GO:0098542	defense response to other organism
OAS2	GO:0098542	defense response to other organism
IFI16	GO:0098542	defense response to other organism
IFI44L	GO:0098542	defense response to other organism
ZBP1	GO:0098542	defense response to other organism
IFIT5	GO:0098542	defense response to other organism
IFIT1	GO:0098542	defense response to other organism
IFIT3	GO:0098542	defense response to other organism
IFIT2	GO:0098542	defense response to other organism
TRIM22	GO:0098542	defense response to other organism
IFNA8	GO:0098542	defense response to other organism
IFNA2	GO:0098542	defense response to other organism
IFNA16	GO:0098542	defense response to other organism
IFNW1	GO:0098542	defense response to other organism
IFNB1	GO:0098542	defense response to other organism
RSAD2	GO:0098542	defense response to other organism
DDX60	GO:0098542	defense response to other organism
MX1	GO:0098542	defense response to other organism
IFITM3	GO:0098542	defense response to other organism
IFITM1	GO:0098542	defense response to other organism
IFNL3	GO:0098542	defense response to other organism
IFI27	GO:0098542	defense response to other organism
IFITM2	GO:0098542	defense response to other organism
MEFV	GO:0098542	defense response to other organism
BST2	GO:0098542	defense response to other organism
IL12A	GO:0098542	defense response to other organism
JAK2	GO:0098542	defense response to other organism
DHX58	GO:0098542	defense response to other organism
OASL	GO:0098542	defense response to other organism
GBP1	GO:0098542	defense response to other organism
APOBEC3G	GO:0098542	defense response to other organism
CASP1	GO:0098542	defense response to other organism
TLR3	GO:0098542	defense response to other organism
CLEC7A	GO:0098542	defense response to other organism
CSF1	GO:0098542	defense response to other organism
CXCL9	GO:0098542	defense response to other organism
ZC3H12A	GO:0098542	defense response to other organism
SSC5D	GO:0098542	defense response to other organism
IL6	GO:0098542	defense response to other organism
TNF	GO:0098542	defense response to other organism
LTA	GO:0098542	defense response to other organism
IRGM	GO:0098542	defense response to other organism
TNFAIP3	GO:0098542	defense response to other organism
USP18	GO:0006952	defense response
IFNA7	GO:0006952	defense response
IRF1	GO:0006952	defense response
NLRC5	GO:0006952	defense response
HERC5	GO:0006952	defense response
NLRP4	GO:0006952	defense response
ISG20	GO:0006952	defense response
SOCS1	GO:0006952	defense response
IFNL1	GO:0006952	defense response
IFNL2	GO:0006952	defense response
MX2	GO:0006952	defense response
OAS2	GO:0006952	defense response
IFI16	GO:0006952	defense response
IFI44L	GO:0006952	defense response
ZBP1	GO:0006952	defense response
IFIT5	GO:0006952	defense response
IFIT1	GO:0006952	defense response
IFIT3	GO:0006952	defense response
IFIT2	GO:0006952	defense response
TRIM22	GO:0006952	defense response
IFNA8	GO:0006952	defense response
IFNA2	GO:0006952	defense response
IFNA16	GO:0006952	defense response
IFNW1	GO:0006952	defense response
IFNB1	GO:0006952	defense response
RSAD2	GO:0006952	defense response
DDX60	GO:0006952	defense response
MX1	GO:0006952	defense response
IFITM3	GO:0006952	defense response
IFITM1	GO:0006952	defense response
IFNL3	GO:0006952	defense response
IFI27	GO:0006952	defense response
IFITM2	GO:0006952	defense response
MEFV	GO:0006952	defense response
BST2	GO:0006952	defense response
IL12A	GO:0006952	defense response
JAK2	GO:0006952	defense response
DHX58	GO:0006952	defense response
OASL	GO:0006952	defense response
GBP1	GO:0006952	defense response
APOBEC3G	GO:0006952	defense response
CASP1	GO:0006952	defense response
IL17C	GO:0006952	defense response
KIT	GO:0006952	defense response
TLR3	GO:0006952	defense response
CLEC7A	GO:0006952	defense response
CSF1	GO:0006952	defense response
SELE	GO:0006952	defense response
TSLP	GO:0006952	defense response
CXCL9	GO:0006952	defense response
ZC3H12A	GO:0006952	defense response
SSC5D	GO:0006952	defense response
IL6	GO:0006952	defense response
IL18R1	GO:0006952	defense response
TNF	GO:0006952	defense response
LTA	GO:0006952	defense response
IRGM	GO:0006952	defense response
TNFAIP3	GO:0006952	defense response
USP18	GO:0009605	response to external stimulus
IFNA7	GO:0009605	response to external stimulus
IRF1	GO:0009605	response to external stimulus
NLRC5	GO:0009605	response to external stimulus
HERC5	GO:0009605	response to external stimulus
ISG20	GO:0009605	response to external stimulus
SOCS1	GO:0009605	response to external stimulus
IFNL1	GO:0009605	response to external stimulus
IFNL2	GO:0009605	response to external stimulus
MX2	GO:0009605	response to external stimulus
OAS2	GO:0009605	response to external stimulus
IFI16	GO:0009605	response to external stimulus
IFI44	GO:0009605	response to external stimulus
IFI44L	GO:0009605	response to external stimulus
ZBP1	GO:0009605	response to external stimulus
IFIT5	GO:0009605	response to external stimulus
IFIT1	GO:0009605	response to external stimulus
IFIT3	GO:0009605	response to external stimulus
IFIT2	GO:0009605	response to external stimulus
TRIM22	GO:0009605	response to external stimulus
IFNA8	GO:0009605	response to external stimulus
IFNA2	GO:0009605	response to external stimulus
IFNA16	GO:0009605	response to external stimulus
IFNW1	GO:0009605	response to external stimulus
